Date,open,high,low,close,basis,thup,bull,bull_on,bull_off,bx,trend,color,rsi2,rsi14,atr14,atr_pct,sma50,sma200,ema20,ema50,above_basis,above_up1,trend_up,up_day,vol_compressed,confirm_23
2021-10-13,270.1566772460937,271.8033447265625,268.59332275390625,270.3599853515625,253.36916732788086,254.887906202074,True,False,False,13.952837541275558,9.562200248078641,淺綠,71.15620123940364,69.78322965590765,6.517567990966738,0.024106999349373468,246.91246795654297,235.5636006164551,259.0204264549416,248.36277919534524,True,True,True,True,True,False
2021-10-14,271.8299865722656,273.4166564941406,271.1166687011719,272.7733459472656,254.46358640266186,255.98954296811206,True,False,False,22.42583019010184,18.137953542760776,淺綠,73.32100488601493,71.68900348350338,6.270361073224693,0.022987440548670475,247.62846832275392,235.8174839782715,260.33022831135344,249.32005632287152,True,True,True,True,True,False
2021-10-15,274.5799865722656,281.07000732421875,274.1166687011719,281.010009765625,255.58219747832328,257.20516188116494,True,False,False,31.185601656114574,26.836385618329974,淺綠,79.1478615786154,77.01679987754515,6.415096809205296,0.022828712808329408,248.48446838378905,236.06456733703612,262.29973130699835,250.56279959513637,True,True,True,True,True,False
2021-10-18,283.92999267578125,291.7533264160156,283.8233337402344,290.03668212890625,256.87785408713603,258.73659451229315,True,False,False,37.874363754947474,34.19503770940831,淺綠,83.46529950263437,81.19372167838128,6.7242553692899625,0.023184154914244193,249.62453521728514,236.33863410949706,264.94134567098956,252.11079498861756,True,True,True,True,True,False
2021-10-19,292.510009765625,292.6499938964844,287.5033264160156,288.0899963378906,258.24358633792764,260.32880659113187,True,False,False,41.63910470113443,39.15774903722572,淺綠,79.58842150259308,77.90545830026257,6.611570520088447,0.022949670603397032,250.62793518066405,236.56280075073244,267.1459790678373,253.5217440611381,True,True,True,False,True,False
2021-10-20,288.45001220703125,289.8299865722656,285.7933349609375,288.6000061035156,259.555758042769,261.79090409106567,True,False,False,43.63274269201317,42.14107814041735,淺綠,79.85584309341968,78.15506839937063,6.427647740891281,0.022271821222989856,251.6666687011719,236.7806174468994,269.1892197379019,254.89736218044703,True,True,True,True,True,False
2021-10-21,285.3333435058594,300.0,285.1666564941406,298.0,261.0241419474284,263.41572438556585,True,False,False,45.30093054184426,44.24764640803529,淺綠,84.0559180024032,82.15631611265825,7.028054581246145,0.023584075775993772,252.90786865234375,237.0106507873535,271.93310357238744,256.58766170278244,True,True,True,True,True,False
2021-10-22,298.5,303.3333435058594,296.9866638183594,303.2266540527344,262.57404096198803,265.22720621460616,True,False,False,46.54716873682618,45.78066129389588,淺綠,85.8459961640895,83.9199667492756,6.9793849459785635,0.023017056227401345,254.15740173339844,237.166717376709,274.9134417133729,258.41664179493745,True,True,True,True,True,False
2021-10-25,316.84332275390625,348.3399963378906,314.7333374023437,341.6199951171875,264.9577277212432,268.31245336049597,True,False,False,47.87306323156225,47.175595919006795,淺綠,92.54931104747507,90.97584811099749,9.703239041634115,0.02840360394685202,256.20866821289064,237.40811737060548,281.2664467994505,261.67951839581,True,True,True,True,False,False
2021-10-26,341.5633239746094,364.9800109863281,333.8133239746094,339.4766540527344,267.7796971870191,271.91621494819884,True,False,False,48.6429929813558,48.15386062723947,淺綠,89.9547821835003,88.63753818036842,11.236342468068731,0.03309901383181205,258.4237347412109,237.7535173034668,286.810276061668,264.7303864607875,True,True,True,False,False,False
2021-10-27,346.5533447265625,356.9599914550781,343.59332275390625,345.9533386230469,270.7751011703954,275.5551750416791,True,False,False,49.0846425026027,48.77438187748162,淺綠,90.8045644140568,89.51455695730196,11.68255639194552,0.033769167941676996,260.9047348022461,238.0675506591797,292.44294868656124,267.91560027107215,True,True,True,False,False,False
2021-10-28,356.10333251953125,360.3333435058594,351.3999938964844,359.0133361816406,274.16830825805664,279.5591657347343,True,False,False,49.35946443821773,49.16443691797237,淺綠,92.24728160485179,91.01977289278176,11.875231284150304,0.03307740991031626,263.4917349243164,238.4386006164551,298.78298559085454,271.4880605028592,True,True,True,True,False,False
2021-10-29,360.6199951171875,371.7366638183594,357.7366638183594,371.3333435058594,277.7196972008907,283.73241222845417,True,False,False,49.53846306609243,49.41378768338575,淺綠,93.32502415560954,92.16272874110378,12.027000478139568,0.032388689807894375,266.4286016845703,238.88693405151366,305.6925434875217,275.4035617970945,True,True,True,True,False,False
2021-11-01,381.6666564941406,403.25,372.88665771484375,402.86334228515625,281.9771467266661,288.84791470573117,True,False,False,49.681193641097884,49.592058321860506,淺綠,95.19134463528388,94.1979834518968,13.447690193568215,0.03338027758318507,269.95080200195315,239.52431747436523,314.9469052777726,280.4019845613322,True,True,True,True,False,False
2021-11-02,386.4533386230469,402.86334228515625,382.0,390.6666564941406,286.19333359689426,293.7612545813378,True,False,False,49.7553106363098,49.70089319816003,淺綠,85.14512324669103,85.00224039794868,13.977379628681646,0.03577827643166492,273.0554684448242,240.07006744384765,322.158310155522,284.726089343011,True,True,True,True,False,False
2021-11-03,392.4433288574219,405.1300048828125,384.2066650390625,404.6199951171875,290.5658588987408,298.78136539726154,True,False,False,49.80239887214899,49.768563647486005,淺綠,86.87399474888252,86.61240001729816,14.473519644043673,0.03577064855594148,276.42460174560546,240.67575073242188,330.0118039613949,289.4278111380767,True,True,True,True,False,False
2021-11-04,411.4700012207031,414.4966735839844,405.6666564941406,409.9700012207031,295.61500040690106,304.48171763754493,True,False,False,49.82980424472166,49.80939071230978,淺綠,87.48331777949727,87.18068751774028,14.145173845668902,0.03450294851708916,279.88266845703123,241.31728408813476,337.6268703670433,294.15495584719935,True,True,True,False,False,False
2021-11-05,409.3333435058594,413.2900085449219,402.6666564941406,407.36334228515625,300.53573284727156,309.9076332223523,True,False,False,42.59297548926976,44.998447230283105,深綠,85.37676091164066,85.28121347112132,13.893615146034069,0.034106198825098195,283.3555352783203,241.94303421020507,344.2684391211493,298.59450041339375,True,True,False,False,False,False
2021-11-08,383.2633361816406,399.0,377.6666564941406,387.6466674804688,304.71368731874406,314.30450051565333,True,False,False,21.2997223685943,29.19929732249057,深綠,71.22478410562029,72.42694445709054,15.022405906389894,0.038752831293582014,286.3623352050781,242.41326751708985,348.399698964894,302.0867422591614,True,True,False,True,False,False
2021-11-09,391.2000122070313,391.5,337.17333984375,341.1666564941406,308.1691418272076,317.7809858455121,True,False,False,-2.8224156823003987,7.851488652629925,深紅,49.937325294821825,52.38238507717519,17.82985263852276,0.052261416229076825,288.3129348754883,242.64728408813477,347.7108377772032,303.6192879154351,True,True,False,False,False,False
2021-11-10,336.8033447265625,359.3666687011719,329.10333251953125,355.9833374023437,310.9573490258419,320.4723270272963,True,False,False,-17.56866272476958,-9.095278932303078,深紅,54.650744899357576,56.5139597222227,18.71795860588832,0.052580996465946064,290.5278015136719,242.98693405151369,348.49869488435945,305.6727800521766,True,True,False,True,False,False
2021-11-11,367.5899963378906,368.3233337402344,351.5599975585937,354.5033264160156,313.97032847548974,323.46801516215334,True,False,False,-26.503577738060198,-20.70081146947449,深紅,54.095751541310555,55.99136178666904,18.57834271844206,0.05240668093658467,292.7239346313477,243.3670674133301,349.07056455404097,307.58770343899386,True,True,False,False,False,False
2021-11-12,349.1666564941406,351.5,339.7333374023437,344.47332763671875,316.56638914166075,325.9582311611697,True,False,False,-32.40536989442272,-28.503850419439974,深紅,50.31794998833868,52.451468056520405,18.30631745381562,0.05314291698404425,294.7308010864258,243.76688400268554,348.632732466677,309.0341985055713,True,True,False,False,False,False
2021-11-15,339.2099914550781,343.99334716796875,326.20001220703125,337.7966613769531,318.88030335397434,328.11839689068904,True,False,False,-36.41894524878821,-33.78058030567213,深紅,47.889316551514064,50.177313029428454,18.303960166377895,0.054186326447886915,296.5962677001953,244.05618392944336,347.6007256962271,310.16213822601765,True,True,False,False,False,False
2021-11-16,334.4366760253906,352.3999938964844,334.0599975585937,351.57666015625,321.3975000092478,330.470310894248,True,False,False,-38.47634775665249,-36.91109193965904,深紅,52.99719844869295,54.556637020958746,18.306534178628812,0.05206982218470618,298.60833435058595,244.3594172668457,347.9793861209912,311.78623712524245,True,True,False,True,False,False
2021-11-17,354.5033264160156,373.21331787109375,351.8333435058594,363.0033264160156,324.50272693056047,333.42403739971496,True,False,False,-34.61722254394018,-35.38184567584646,淺紅,56.82545287718364,57.8640453520383,18.544400145501307,0.05108603364215103,300.8426010131836,244.74995056152343,349.41023757766015,313.794750430763,True,True,False,True,False,False
2021-11-18,368.8500061035156,370.6666564941406,358.3399963378906,365.4599914550781,327.60583288019353,336.39742843825456,True,False,False,-28.902836830120563,-31.06250644536253,淺紅,57.63473864406994,58.562316199075504,18.100275860554785,0.049527379969798,303.1194009399414,245.1606005859375,350.9387855659857,315.8208383140695,True,True,False,False,False,False
2021-11-19,366.2900085449219,379.5733337402344,364.23333740234375,379.0199890136719,330.9655551332416,339.6017242377672,True,False,False,-18.569534775264383,-22.7338586652971,淺紅,61.93150773301426,62.278197704586646,17.903113037507346,0.04723527401311162,305.79133392333983,245.63531723022462,353.61318589433677,318.2992363807206,True,True,False,True,False,False
2021-11-22,387.4433288574219,400.6499938964844,377.4766540527344,385.6233215332031,334.8411862922437,343.34470604731575,True,False,False,-7.991363785011563,-12.905528745106743,淺紅,63.87775908276397,63.97249199395811,18.27955780938182,0.04740262527874084,308.5504669189453,246.12440048217775,356.66177024089546,320.9393965827787,True,True,False,False,False,False
2021-11-23,389.1700134277344,393.5,354.2333374023437,369.6766662597656,338.2560598200018,346.54546273002717,True,False,False,-5.739798188135949,-8.128375040459547,淺紅,56.29544906292294,57.281342644911064,19.778636722829997,0.053502529448076874,310.9807336425781,246.55701721191406,357.90128414745453,322.8506620603076,True,True,False,False,False,False
2021-11-24,360.1300048828125,377.5899963378906,354.0,372.0,341.3676004120798,349.34435997627156,True,False,False,-6.301943017298154,-6.910753691685285,深紅,57.10471631067604,57.971077835508055,20.050876695334328,0.05390020617025357,313.3818670654297,247.07565048217774,359.24401899055414,324.7780870775504,True,True,False,True,False,False
2021-11-26,366.489990234375,369.5933227539063,360.3333435058594,360.6400146484375,344.4101257324219,352.02231418665025,True,False,False,-11.62601959756097,-10.054264295602408,深紅,51.971546031644536,53.428632554720046,19.45200382382049,0.05393745295508286,315.54806732177735,247.5260838317871,359.3769709579716,326.18443717836954,True,True,False,False,False,False
2021-11-29,366.9966735839844,380.8900146484375,366.7300109863281,378.9966735839844,347.60532795299184,354.86493186074927,True,False,False,-10.142301775542947,-10.1129559488961,淺紅,58.54110014976761,59.01697364061652,19.50900355069046,0.05147539519596161,318.06473419189456,248.06086715698243,361.2455140652109,328.25550527270735,True,True,False,True,False,False
2021-11-30,381.4566650390625,389.3333435058594,372.6666564941406,381.586669921875,350.96994920210403,357.8669642368576,True,False,False,-6.309983152707066,-7.5776407514367445,淺紅,59.3959709621828,59.75082996175345,19.30598094076391,0.05059396059279681,320.82866760253904,248.64176712036132,363.18276700394085,330.34692349424336,True,True,False,True,True,False
2021-12-01,386.8999938964844,390.9466552734375,363.586669921875,365.0,354.1312875458689,360.5974690427234,True,False,False,-10.299291069583825,-9.392074296868131,深紅,51.91701398548236,53.18296391416557,19.88126697010667,0.05446922457563471,323.19946746826173,249.13651718139647,363.35583681308935,331.7058676709397,True,True,False,False,False,False
2021-12-02,366.3533325195313,371.0,352.2166748046875,361.5333251953125,356.7095198197798,362.70394199071814,True,False,False,-16.247251815078624,-13.962192642341794,深紅,50.468097204608796,51.89892757833982,19.80284255762137,0.054774598017826456,325.4172006225586,249.63188385009767,363.18226427806303,332.87557188758177,True,False,False,False,False,False
2021-12-03,361.5966796875,363.5266723632813,333.4033203125,338.3233337402344,358.5830552072236,364.16482521420926,True,False,False,-24.750429206363407,-21.154350351689537,深紅,41.92268096334419,44.20387368868648,20.540021807132796,0.06071121840772438,327.15940063476563,250.02133392333985,360.8147470839841,333.08920960729364,False,False,False,False,False,False
2021-12-06,333.836669921875,340.5466613769531,316.8333435058594,336.336669921875,359.84669170957625,365.06313549157835,False,False,True,-31.05823745945682,-27.756941756867725,深紅,41.27016600883,43.60786554084756,20.766685811701432,0.06174374568352943,328.72353393554687,250.51218391418456,358.4835016399737,333.2165609921792,False,False,False,True,False,False
2021-12-07,348.0666809082031,352.5566711425781,342.2699890136719,350.5833435058594,361.67095947265625,366.38141867126035,False,False,False,-32.593691900371105,-30.981441852536644,深紅,47.64510936888583,48.92606877663792,20.441922626630124,0.058308311005906284,330.45946716308595,251.10036727905273,357.7311056272009,333.89761128683335,False,False,False,True,False,False
2021-12-08,350.9033203125,357.4599914550781,344.3333435058594,356.32000732421875,363.4930554014264,367.6666891811977,False,False,False,-28.020936136843282,-29.007771375407735,淺紅,50.02786732584461,50.93270710915226,19.919403006815028,0.0559031280797269,332.4021337890625,251.64526733398438,357.5967153126312,334.77692093535825,False,False,False,True,False,False
2021-12-09,353.5466613769531,354.163330078125,334.1199951171875,334.6000061035156,364.81414124459934,368.5339671640812,False,False,False,-28.87638402189547,-28.92017980639956,深紅,42.11170788087285,43.90004277744348,20.08230366397333,0.06001883830737422,333.885400390625,252.18123405456544,355.40655253081064,334.7699830988154,False,False,False,False,False,False
2021-12-10,336.25,340.32666015625,327.510009765625,339.010009765625,364.97747479063094,368.65175799936367,False,False,False,-30.0189683884387,-29.652705527758986,深紅,44.0719071347333,45.54415485624832,19.563328430162734,0.057707229481772135,335.4957336425781,252.7504507446289,353.84497702936443,334.9362586543765,False,False,False,True,False,False
2021-12-13,333.6966552734375,335.0,317.1400146484375,322.1366577148437,364.43308096221,368.24278407217236,False,False,False,-33.212426843354976,-32.02585307148965,深紅,38.61422999551897,40.63692069029308,19.728090336378788,0.06124137028155967,336.7703332519531,253.1637506866455,350.8251370946482,334.43431351949283,False,False,False,False,False,False
2021-12-14,315.0,322.1366577148437,310.0,319.5033264160156,363.47535358775747,367.5334611532173,False,False,False,-36.055518313817046,-34.712296566374576,深紅,37.81692424964318,39.91411844462183,19.185845149126283,0.06004896839210048,337.95019958496096,253.61720062255858,347.842107506207,333.8487846134741,False,False,False,True,False,False
2021-12-15,317.7366638183594,326.25,309.4166564941406,325.3299865722656,362.3532573815548,366.6270626137306,False,False,False,-36.58731128690026,-35.962306380058365,深紅,40.76901185307596,42.35722523554346,19.017809317464362,0.05845698245599605,339.2528662109375,254.15518386840822,345.6980959886888,333.51471410205414,False,False,False,True,False,False
2021-12-16,331.5,331.6600036621094,307.2833251953125,308.97332763671875,360.97439367120916,365.44298261337485,False,False,False,-38.43540003502867,-37.6110354833719,深紅,35.5941460697288,37.72054101316226,19.400585685273825,0.06279048691246394,340.21399963378906,254.66431716918945,342.2004990027869,332.55230678968803,False,False,False,False,False,False
2021-12-17,304.92333984375,320.2200012207031,303.0133361816406,310.8566589355469,358.53762609308416,363.17606355754157,False,False,False,-39.72972252043422,-39.023493508080115,深紅,36.604899643456974,38.55457998429045,19.2438770676873,0.06190595090863835,341.14039916992186,255.22201713562012,339.2153713773355,331.7014970699178,False,False,False,True,False,False
2021-12-20,303.5666809082031,307.2300109863281,297.7966613769531,299.9800109863281,355.8602778116862,360.69789981096324,False,False,False,-41.332373222882424,-40.56274665128166,深紅,33.311316382639625,35.59025607735741,18.80217138846633,0.062678080871606,341.9033996582031,255.7835838317871,335.47867038771574,330.4575172235025,False,False,False,False,False,False
2021-12-21,305.6233215332031,313.1666564941406,295.3733215332031,312.84332275390625,353.1376007542466,358.0264315773013,False,False,False,-32.81239429265541,-35.39584507886416,淺紅,40.2476604210855,41.33500588372651,18.730111643642847,0.05987058147434594,342.8806658935547,256.22516708374025,333.3229229940196,329.76676449920467,False,False,False,True,False,False
2021-12-22,321.8866577148437,338.5533447265625,319.01666259765625,336.2900085449219,350.66898970170456,355.2579763026622,False,False,False,-11.734390989070643,-19.62154235233515,淺紅,50.4878401922927,50.075682184249445,19.228676667143805,0.05717885211738375,344.23499938964846,256.7931838226318,333.60550257029604,330.0225779911936,False,False,False,True,True,False
2021-12-23,335.6000061035156,357.6600036621094,332.5199890136719,355.6666564941406,348.7659086747603,352.9758506832181,False,False,False,7.273296374928657,-1.6916498674926128,淺綠,57.113894910040564,55.920661071693765,19.650915094379066,0.05525093436669344,345.9411328125,257.4055171203613,335.70656484875747,331.0282281285641,True,True,False,True,True,False
2021-12-27,357.8900146484375,372.3333435058594,356.9066772460937,364.6466674804688,348.040151422674,352.09928708147424,True,True,False,20.375915356490676,13.02006028182958,淺綠,59.83167110909019,58.35412917410661,19.437755945617614,0.05330572765116176,347.7785992431641,258.07253379821776,338.4627650993967,332.346598299227,True,True,True,True,True,False
2021-12-28,369.8299865722656,373.0,359.47332763671875,362.8233337402344,348.07111081210047,352.13462185225956,True,False,False,28.313103847135118,23.215422658699936,淺綠,59.00343860741366,57.65810403364734,19.015535689736446,0.05240990289602139,349.41486572265626,258.7067504882813,340.78281925566694,333.5417643949528,True,True,True,False,True,False
2021-12-29,366.21331787109375,368.0,354.7133178710937,362.0633239746094,348.5993932088216,352.6868247978901,True,False,False,32.928881485657314,29.69106187667152,淺綠,58.63436336355628,57.35103763068634,18.60633186396287,0.0513897173005783,350.8553985595703,259.38893379211424,342.8095339908043,334.6602569274884,True,True,True,False,True,False
2021-12-30,353.77667236328125,365.1833190917969,351.04998779296875,356.7799987792969,348.4843426328717,352.5625949457154,True,False,False,34.46322569924476,32.87250442505368,淺綠,55.978909512693875,55.15212950776009,18.2868318235961,0.051255204569099974,352.22919860839846,260.0031504821777,344.14005444685125,335.527697784422,True,True,True,True,True,True
2021-12-31,357.8133239746094,360.6666564941406,351.5299987792969,352.260009765625,348.76765071984494,352.85100213961607,True,False,False,30.98669307761476,31.615296860094396,深綠,53.708781032727956,53.270361137192765,17.633247958685217,0.05005747876523775,353.5023986816406,260.67585052490233,344.9133835248297,336.1838668817241,True,False,False,False,True,False
2022-01-03,382.5833435058594,400.3566589355469,378.6799926757813,399.9266662597656,350.3914889711322,354.65157737737866,True,False,False,34.153136197004116,33.307189751367545,淺綠,68.43514831859375,66.3208546484633,19.809205188059263,0.04953209390441728,355.54093200683593,261.5840338897705,350.15274378529983,338.6835845043924,True,True,True,True,True,False
2022-01-04,396.51666259765625,402.6666564941406,374.3500061035156,383.1966552734375,351.7873727047082,356.2044609198353,True,False,False,36.21082936060709,35.24294949086058,淺綠,61.004465339937965,59.98845380584755,20.416879845385385,0.05328042289621896,357.14033203125,262.38335052490237,353.2997829746463,340.4291951227863,True,True,True,False,True,False
2022-01-05,382.2166748046875,390.11334228515625,360.336669921875,362.7066650390625,352.18752450654,356.64915941707477,True,False,False,27.338087121276153,29.973041244470963,深綠,53.275658821611735,53.27876138150091,21.08543645380652,0.05813357869102206,357.5620654296875,263.09328384399413,354.19567650459066,341.3028213940129,True,True,False,False,False,False
2022-01-06,359.0,362.6666564941406,340.1666564941406,354.8999938964844,351.8346203890714,356.2757183370088,True,False,False,14.75163793259103,19.82543903655101,深綠,50.6106105415209,50.94094314257879,21.18933446031476,0.05970508544583174,357.8705322265625,263.8173338317871,354.26275435143765,341.83604384509016,True,False,False,False,False,False
2022-01-07,360.1233215332031,360.30999755859375,336.6666564941406,342.32000732421875,351.15510004216975,355.5484880452754,True,False,False,1.3848118115011054,7.531687553184408,深綠,46.51973438828196,47.33639539723382,21.364620646324646,0.06241125318185024,357.79786560058596,264.4616172027588,353.1253498726549,341.855022805056,False,False,False,False,False,False
2022-01-10,333.3333435058594,353.0333251953125,326.6666564941406,352.7066650390625,349.75015073834044,353.9942471335329,True,False,False,-6.7358663419694995,-1.9800150435848631,深紅,50.1491096765881,50.45367375838011,21.72190979309945,0.061586332060648,357.6717321777344,265.1939672088623,353.0854751265985,342.28057740246805,True,False,False,True,False,False
2022-01-11,351.22332763671875,358.6166687011719,346.2733459472656,354.79998779296875,349.02540310946375,353.18399211091906,True,False,False,-11.343768917087711,-8.222517625920094,深紅,50.88198161799955,51.08213365135675,21.052010718871365,0.05933486878008445,357.34106506347655,265.9491504669189,353.2487620472052,342.7715346726838,True,True,False,True,False,False
2022-01-12,359.6166687011719,371.61334228515625,357.5299987792969,368.739990234375,348.97828188809484,353.1309373245983,True,False,False,-7.806410033634661,-7.945112564396472,淺紅,55.62158676073737,55.160947413121306,20.749249559822516,0.05627067882340094,356.6585980224609,266.73348373413086,354.72411711265,343.78990547902464,True,True,False,True,True,False
2022-01-13,369.6900024414063,371.8666687011719,342.17999267578125,343.85333251953125,348.75504950321084,352.88725186594075,True,False,False,-11.674761055891537,-10.431544892059849,深紅,46.82231905962942,47.53992452588184,21.38763716450595,0.06219988332755538,355.72233154296873,267.3395337677002,353.68880429425775,343.7923928139465,False,False,False,False,False,False
2022-01-14,339.9599914550781,350.6666564941406,337.7933349609375,349.8699951171875,347.88138742157906,351.9398414852038,True,False,False,-14.970554774123501,-13.457551480102282,深紅,48.95221178494451,49.36145537601181,20.77947176227003,0.059391980027638645,354.62733154296876,267.9859671020508,353.3251081821559,344.03073015917164,True,False,False,True,False,False
2022-01-18,342.2033386230469,356.92999267578125,338.6866760253906,343.5033264160156,346.79259953354347,350.70988150918464,True,False,False,-19.073939127311366,-17.201809911575005,深紅,46.78891328545769,47.48264146285567,20.598317825707216,0.059965410060572946,353.297998046875,268.5517337036133,352.3897003949044,344.01004765944003,False,False,False,True,False,False
